Date,Base Order ID,Order Source,State,Base SKU,Quantity,Value,,
21/02/2026 13:18,14928454,Meesho Ransh,,379-Maroon-XL,1,0,,
21/02/2026 12:14,14925913,Meesho Ransh,,379-Maroon-XL,1,0,,
21/02/2026 11:54,14925189,Meesho Ivan,,379-Maroon-XL,1,0,,
21/02/2026 11:46,14924947,Meesho AGM Fashion,,379-Maroon-XL,1,0,,
21/02/2026 11:35,14924518,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
21/02/2026 11:24,14923965,Meesho Ransh,,379-Maroon-XL,1,0,,
21/02/2026 10:22,14921715,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
21/02/2026 10:14,14921468,Meesho AGM Fashion,,379-Maroon-XL,1,0,,
21/02/2026 9:40,14921083,Amz AGM,HARYANA,379-Maroon-XL,1,286,,
21/02/2026 9:32,14920477,Amz AGM,DELHI,379-Maroon-XL,1,286,,
21/02/2026 7:34,14917485,Meesho Ivan,,379-Maroon-XL,1,0,,
21/02/2026 3:52,14915501,Amz AGM,MADHYA PRADESH,379-Maroon-XL,1,286,,
21/02/2026 2:52,14913893,Meesho Ransh,,379-Maroon-XL,1,0,,
21/02/2026 1:34,14913318,Meesho Ivan,,379-Maroon-XL,1,0,,
21/02/2026 1:31,14913267,FK AGM old,Assam,379-Maroon-XL,1,232,,
21/02/2026 1:15,14913108,FK Ransh,Uttarakhand,379-Maroon-XL,1,232,,
20/02/2026 23:56,14911610,Meesho Ransh,,379-Maroon-XL,1,0,,
20/02/2026 23:50,14911442,FK AGM old,Karnataka,379-Maroon-XL,1,244.25,,
20/02/2026 23:04,14910212,Meesho Ransh,,379-Maroon-XL,1,0,,
20/02/2026 22:08,14908727,FK AGM old,Nagaland,379-Maroon-XL,1,221.25,,
20/02/2026 21:53,14908218,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
20/02/2026 21:31,14907952,Amz AGM,DELHI,379-Maroon-XL,1,333,,
20/02/2026 21:35,14907778,Meesho Ransh,,379-Maroon-XL,1,0,,
20/02/2026 20:38,14906123,FK Ransh,West Bengal,379-Maroon-XL,1,230,,
20/02/2026 19:36,14904134,FK AGM old,Assam,379-Maroon-XL,1,221.25,,
20/02/2026 19:00,14902912,Meesho AGM Fashion,,379-Maroon-XL,1,0,,
20/02/2026 18:44,14902579,FK AGM old,Assam,379-Maroon-XL,1,216.25,,
20/02/2026 17:18,14899449,FK AGM old,Uttar Pradesh,379-Maroon-XL,1,286,,
20/02/2026 17:14,14899347,FK Ransh,Haryana,379-Maroon-XL,1,258,,
20/02/2026 17:00,14898979,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
20/02/2026 16:26,14898143,FK AGM old,Punjab,379-Maroon-XL,1,221.25,,
20/02/2026 16:18,14897824,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
20/02/2026 15:35,14896245,Meesho AGM Fashion,,379-Maroon-XL,1,0,,
20/02/2026 14:39,14894364,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
20/02/2026 14:14,14894173,Amz AGM,MAHARASHTRA,379-Maroon-XL,1,349,,
20/02/2026 14:23,14894055,FK AGM old,Jharkhand,379-Maroon-XL,1,221.25,,
20/02/2026 13:04,14891764,FK AGM old,Assam,379-Maroon-XL,1,298,,
20/02/2026 12:24,14890322,Meesho Ransh,,379-Maroon-XL,1,0,,
20/02/2026 11:29,14888817,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
20/02/2026 11:07,14888376,Amz AGM,DELHI,379-Maroon-XL,1,413,,
20/02/2026 10:45,14887652,FK AGM old,Himachal Pradesh,379-Maroon-XL,1,216.25,,
20/02/2026 9:20,14885547,FK Ransh,Kerala,379-Maroon-XL,1,242,,
20/02/2026 2:08,14880994,Meesho Ak Kurtis,,379-Maroon-XL,1,0,,
20/02/2026 1:09,14880489,FK Ransh,Maharashtra,379-Maroon-XL,1,221,,
20/02/2026 0:40,14880092,FK Ransh,Karnataka,379-Maroon-XL,1,249,,
21/02/2026 18:55,14941304,Amz AGM,UTTAR PRADESH,379-Maroon-S,"1""379-Black-S","1""",1,582.97
21/02/2026 23:18,14950287,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 23:19,14950284,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 23:09,14949955,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 22:59,14949657,FK AGM old,Maharashtra,379-Maroon-S,1,232,,
21/02/2026 22:34,14948738,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 21:24,14946894,Amz AGM,KARNATAKA,379-Maroon-S,1,333,,
21/02/2026 21:41,14946824,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 21:15,14945938,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 21:09,14945700,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 21:01,14945406,FK AGM old,Maharashtra,379-Maroon-S,1,279,,
21/02/2026 20:31,14945128,Amz AGM,WEST BENGAL,379-Maroon-S,1,333,,
21/02/2026 20:28,14944177,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 20:18,14943807,FK Ransh,West Bengal,379-Maroon-S,1,214,,
21/02/2026 18:22,14939635,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 18:14,14939407,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 17:34,14938343,FK Ransh,Delhi,379-Maroon-S,1,221,,
21/02/2026 16:58,14937854,Amz AGM,KERALA,379-Maroon-S,1,333,,
21/02/2026 17:03,14937447,FK AGM old,Bihar,379-Maroon-S,1,263,,
21/02/2026 16:47,14936858,FK Ransh,Kerala,379-Maroon-S,1,214,,
21/02/2026 16:45,14936765,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 15:37,14934112,FK Ransh,Karnataka,379-Maroon-S,1,221,,
21/02/2026 15:19,14933304,Meesho AGM Fashion,,379-Maroon-S,1,0,,
21/02/2026 15:14,14933113,Meesho AGM Fashion,,379-Maroon-S,1,0,,
21/02/2026 15:03,14932776,FK Ransh,Andhra Pradesh,379-Maroon-S,2,428,,
21/02/2026 14:53,14932343,FK AGM old,Jammu & Kashmir,379-Maroon-S,1,270,,
21/02/2026 14:31,14932223,Amz AGM,KERALA,379-Maroon-S,1,333,,
21/02/2026 14:25,14931251,FK Ransh,Kerala,379-Maroon-S,1,230,,
21/02/2026 14:23,14931182,FK Ransh,Assam,379-Maroon-S,1,297,,
21/02/2026 14:21,14931020,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 14:15,14930864,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 14:14,14930641,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 14:09,14930563,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 14:07,14930518,FK AGM old,Uttarakhand,379-Maroon-S,1,216.25,,
21/02/2026 13:26,14929532,Amz AGM,BIHAR,379-Maroon-S,1,286,,
21/02/2026 13:28,14928985,FK Ransh,Goa,379-Maroon-S,1,214,,
21/02/2026 13:11,14928073,FK AGM old,Andhra Pradesh,379-Maroon-S,1,270,,
21/02/2026 13:08,14927977,FK AGM old,Bihar,379-Maroon-S,1,286,,
21/02/2026 13:08,14927970,Meesho AGM Fashion,,379-Maroon-S,1,0,,
21/02/2026 12:34,14927350,Amz AGM,TAMIL NADU,379-Maroon-S,1,333,,
21/02/2026 12:47,14927181,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 12:40,14926903,FK AGM old,Uttar Pradesh,379-Maroon-S,1,239,,
21/02/2026 12:33,14926758,FK AGM old,Manipur,379-Maroon-S,1,279,,
21/02/2026 12:26,14926601,Amz AGM,DELHI,379-Maroon-S,1,333,,
21/02/2026 12:32,14926520,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 12:03,14925458,FK AGM old,Maharashtra,379-Maroon-S,1,221.25,,
21/02/2026 11:59,14925417,FK AGM old,Rajasthan,379-Maroon-S,1,286,,
21/02/2026 11:39,14924629,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 11:38,14924603,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 11:08,14924354,Amz AGM,HARYANA,379-Maroon-S,1,286,,
21/02/2026 11:26,14924136,FK AGM old,Uttar Pradesh,379-Maroon-S,1,298,,
21/02/2026 10:30,14922012,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 9:59,14921006,FK AGM old,Maharashtra,379-Maroon-S,1,286,,
21/02/2026 9:46,14920608,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 9:26,14919973,Meesho Ivan,,379-Maroon-S,1,0,,
21/02/2026 9:00,14919209,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 8:48,14919067,FK AGM old,Maharashtra,379-Maroon-S,1,286,,
21/02/2026 7:16,14917265,FK AGM old,Delhi,379-Maroon-S,1,232,,
21/02/2026 6:47,14916967,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 5:53,14916606,FK AGM old,Nagaland,379-Maroon-S,1,314,,
21/02/2026 1:53,14913500,FK AGM old,Maharashtra,379-Maroon-S,1,330,,
21/02/2026 1:47,14913426,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 1:21,14913136,Meesho Ransh,,379-Maroon-S,1,0,,
21/02/2026 0:45,14912905,Amz AGM,MADHYA PRADESH,379-Maroon-S,1,286,,
21/02/2026 0:35,14912445,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
21/02/2026 0:32,14912343,FK AGM old,West Bengal,379-Maroon-S,1,248,,
20/02/2026 23:27,14910917,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 23:05,14910324,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 22:57,14910116,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 22:32,14909610,FK AGM old,Assam,379-Maroon-S,1,286,,
20/02/2026 21:39,14908524,Amz AGM,MADHYA PRADESH,379-Maroon-S,1,286,,
20/02/2026 21:48,14908144,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 21:15,14907218,Meesho Ivan,,379-Maroon-S,1,0,,
20/02/2026 20:40,14906167,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 20:06,14905125,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 20:02,14904985,Meesho Ivan,,379-Maroon-S,1,0,,
20/02/2026 19:42,14904275,FK AGM old,Himachal Pradesh,379-Maroon-S,1,293,,
20/02/2026 19:39,14904174,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 19:15,14903967,Amz AGM,MAHARASHTRA,379-Maroon-S,1,333,,
20/02/2026 18:54,14902737,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 18:48,14902621,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 18:45,14902580,FK Ransh,Nagaland,379-Maroon-S,1,214,,
20/02/2026 17:22,14900246,Amz AGM,DELHI,379-Maroon-S,1,333,,
20/02/2026 17:43,14900223,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 17:38,14900152,Meesho Ivan,,379-Maroon-S,1,0,,
20/02/2026 17:26,14899690,FK AGM old,Uttar Pradesh,379-Maroon-S,1,244.25,,
20/02/2026 16:44,14899042,Amz AGM,MAHARASHTRA,379-Maroon-S,1,333,,
20/02/2026 16:38,14898421,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 15:53,14896987,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 15:51,14896750,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 15:30,14896086,FK AGM old,Bihar,379-Maroon-S,1,244.25,,
20/02/2026 14:50,14895465,Amz AGM,UTTARAKHAND,379-Maroon-S,1,286,,
20/02/2026 14:56,14895005,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 14:51,14894659,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 14:29,14894077,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 13:53,14893087,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 13:20,14892286,FK AGM old,Punjab,379-Maroon-S,1,221.25,,
20/02/2026 13:10,14891994,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 12:41,14891673,Amz AGM,TELANGANA,379-Maroon-S,1,286,,
20/02/2026 12:34,14890586,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 12:09,14889967,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 11:43,14889496,Amz AGM,DELHI,379-Maroon-S,1,286,,
20/02/2026 11:26,14888781,FK Ransh,Tripura,379-Maroon-S,1,230,,
20/02/2026 11:25,14888746,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 11:05,14888130,Meesho AGM Fashion,,379-Maroon-S,1,0,,
20/02/2026 10:27,14887136,Meesho Ak Kurtis,,379-Maroon-S,1,0,,
20/02/2026 8:58,14885131,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 8:47,14884925,FK Ransh,Rajasthan,379-Maroon-S,1,214,,
20/02/2026 3:52,14882718,Amz AGM,WEST BENGAL,379-Maroon-S,1,333,,
20/02/2026 3:25,14882023,Amz AGM,UTTAR PRADESH,379-Maroon-S,1,286,,
20/02/2026 2:41,14881182,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 2:25,14881109,FK Ransh,Uttarakhand,379-Maroon-S,1,258,,
20/02/2026 2:13,14881071,Amz AGM,DELHI,379-Maroon-S,1,333,,
20/02/2026 1:10,14880490,FK AGM old,Maharashtra,379-Maroon-S,1,298,,
20/02/2026 0:27,14879895,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 0:13,14879555,Meesho Ransh,,379-Maroon-S,1,0,,
20/02/2026 0:02,14879355,FK Ransh,Nagaland,379-Maroon-S,1,242,,
21/02/2026 20:00,14943015,Meesho AGM Fashion,,379-Brown-XL,1,0,,
21/02/2026 19:36,14942199,FK Ransh,Haryana,379-Brown-XL,1,306,,
21/02/2026 12:12,14925839,FK Ransh,Uttar Pradesh,379-Brown-XL,1,290,,
21/02/2026 9:18,14919755,FK Ransh,Uttar Pradesh,379-Brown-XL,1,306,,
21/02/2026 0:13,14912000,FK AGM old,Uttarakhand,379-Brown-XL,1,321,,
20/02/2026 22:13,14908860,FK Ransh,Uttar Pradesh,379-Brown-XL,1,290,,
20/02/2026 20:43,14906434,FK Ransh,Uttar Pradesh,379-Brown-XL,1,290,,
20/02/2026 20:02,14904980,Meesho Ransh,,379-Brown-XL,1,0,,
20/02/2026 0:24,14879887,FK Ransh,Assam,379-Brown-XL,1,290,,
20/02/2026 0:20,14879746,FK AGM old,Maharashtra,379-Brown-XL,1,286,,
20/02/2026 23:13,14910589,FK Ransh,Maharashtra,379-Brown-S,"1""382-Onion-S",1,660,
21/02/2026 22:19,14948222,FK AGM old,Uttar Pradesh,379-Brown-S,1,286,,
21/02/2026 17:47,14938616,FK Ransh,Uttar Pradesh,379-Brown-S,1,306,,
21/02/2026 17:37,14938376,FK Ransh,West Bengal,379-Brown-S,1,290,,
21/02/2026 16:42,14936649,FK Ransh,Tamil Nadu,379-Brown-S,1,297,,
21/02/2026 15:33,14933814,Meesho Ivan,,379-Brown-S,1,0,,
21/02/2026 13:01,14927639,FK Ransh,Maharashtra,379-Brown-S,1,290,,
21/02/2026 12:37,14926811,FK Ransh,Rajasthan,379-Brown-S,1,306,,
21/02/2026 12:13,14925945,FK Ransh,Maharashtra,379-Brown-S,1,306,,
21/02/2026 10:55,14922969,FK Ransh,Uttar Pradesh,379-Brown-S,1,297,,
21/02/2026 10:12,14921453,FK Ransh,Kerala,379-Brown-S,1,290,,
20/02/2026 19:50,14904483,FK Ransh,Jharkhand,379-Brown-S,1,306,,
20/02/2026 18:31,14902133,FK Ransh,Uttar Pradesh,379-Brown-S,1,297,,
20/02/2026 17:10,14899253,FK Ransh,Uttar Pradesh,379-Brown-S,1,290,,
20/02/2026 15:37,14896385,FK Ransh,Karnataka,379-Brown-S,1,297,,
20/02/2026 15:03,14895139,Meesho Ransh,,379-Brown-S,1,0,,
20/02/2026 12:22,14890249,FK Ransh,Rajasthan,379-Brown-S,1,290,,
20/02/2026 10:58,14888671,Amz AGM,MAHARASHTRA,379-Black-XS,"1""",1,305.55,
21/02/2026 12:59,14928634,Amz AGM,DELHI,379-Black-XS,1,315,,
20/02/2026 17:50,14900999,FK Ransh,Madhya Pradesh,379-Black-XS,1,230,,
20/02/2026 12:15,14890299,Amz AGM,UTTAR PRADESH,379-Black-XS,1,315,,
20/02/2026 11:01,14888053,FK AGM old,Uttar Pradesh,379-Black-XS,1,216.25,,
20/02/2026 8:55,14885070,Meesho Ak Kurtis,,379-Black-XS,1,0,,
21/02/2026 21:05,14946173,Amz AGM,MADHYA PRADESH,379-Black-XL,"1""379-Maroon-XL","1""",1,661.54
21/02/2026 22:05,14947756,FK AGM old,Uttarakhand,379-Black-XL,1,232,,
21/02/2026 20:29,14945124,Amz AGM,Maharashtra,379-Black-XL,1,349,,
21/02/2026 19:47,14942631,Meesho Ransh,,379-Black-XL,1,0,,
21/02/2026 19:42,14942469,FK Ransh,West Bengal,379-Black-XL,1,214,,
21/02/2026 19:28,14941909,Meesho Ak Kurtis,,379-Black-XL,1,0,,
21/02/2026 18:17,14939545,Meesho Ak Kurtis,,379-Black-XL,1,0,,
21/02/2026 17:05,14937856,Amz AGM,MAHARASHTRA,379-Black-XL,1,315,,
21/02/2026 14:39,14931691,FK AGM old,Kerala,379-Black-XL,1,279,,
21/02/2026 11:46,14924945,Meesho AGM Fashion,,379-Black-XL,1,0,,
21/02/2026 11:16,14923704,Meesho Ak Kurtis,,379-Black-XL,1,0,,
21/02/2026 11:13,14923577,Meesho Ak Kurtis,,379-Black-XL,1,0,,
21/02/2026 10:59,14923061,Meesho Ransh,,379-Black-XL,1,0,,
21/02/2026 10:58,14923040,Meesho Ransh,,379-Black-XL,1,0,,
21/02/2026 10:35,14922239,Meesho Ivan,,379-Black-XL,1,0,,
21/02/2026 9:43,14920450,Meesho Ak Kurtis,,379-Black-XL,1,0,,
21/02/2026 9:31,14920116,Meesho Ivan,,379-Black-XL,1,0,,
20/02/2026 22:04,14908555,Meesho AGM Fashion,,379-Black-XL,1,0,,
20/02/2026 21:11,14907074,Meesho Ivan,,379-Black-XL,1,0,,
20/02/2026 21:01,14906758,Meesho Ransh,,379-Black-XL,1,0,,
20/02/2026 19:00,14902946,Meesho Ransh,,379-Black-XL,1,0,,
20/02/2026 18:52,14902673,Meesho Ransh,,379-Black-XL,1,0,,
20/02/2026 9:32,14885786,FK Ransh,Uttar Pradesh,379-Black-XL,1,258,,
20/02/2026 8:18,14884448,FK AGM old,Nagaland,379-Black-XL,1,216.25,,
20/02/2026 1:25,14880789,Amz AGM,PUNJAB,379-Black-XL,1,315,,
21/02/2026 23:24,14950493,Meesho Ak Kurtis,,379-Black-S,1,0,,
21/02/2026 21:28,14946404,Meesho Ransh,,379-Black-S,1,0,,
21/02/2026 21:04,14945496,Meesho Ransh,,379-Black-S,1,0,,
21/02/2026 19:53,14942791,FK AGM old,Tripura,379-Black-S,1,248,,
21/02/2026 18:25,14940363,Amz AGM,TAMIL NADU,379-Black-S,1,349,,
21/02/2026 16:32,14936243,FK Ransh,Assam,379-Black-S,1,214,,
21/02/2026 14:07,14930535,Meesho Ransh,,379-Black-S,1,0,,
21/02/2026 12:53,14927317,FK Ransh,Odisha,379-Black-S,1,230,,
21/02/2026 12:02,14925453,Meesho Ivan,,379-Black-S,1,0,,
21/02/2026 8:23,14918298,Meesho Ivan,,379-Black-S,1,0,,
21/02/2026 8:14,14918142,Meesho Ransh,,379-Black-S,1,0,,
21/02/2026 3:05,14914088,Amz AGM,ODISHA,379-Black-S,1,315,,
21/02/2026 0:04,14911768,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 23:01,14910172,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 22:10,14908750,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 20:44,14906258,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 20:42,14906177,Meesho Ivan,,379-Black-S,1,0,,
20/02/2026 17:22,14899601,FK Ransh,Maharashtra,379-Black-S,1,306,,
20/02/2026 15:23,14895691,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 14:28,14894066,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 13:57,14893245,Meesho Ransh,,379-Black-S,1,0,,
20/02/2026 13:16,14892587,Amz AGM,GUJARAT,379-Black-S,1,349,,
20/02/2026 13:13,14892585,Amz AGM,RAJASTHAN,379-Black-S,1,315,,
20/02/2026 11:34,14888981,FK Ransh,Madhya Pradesh,379-Black-S,1,230,,
20/02/2026 7:50,14884049,Meesho Ak Kurtis,,379-Black-S,1,0,,
20/02/2026 1:30,14880680,Meesho Ivan,,379-Black-S,1,0,,
20/02/2026 0:58,14880382,FK AGM old,Karnataka,379-Black-S,1,221.25,,
20/02/2026 21:38,14907859,FK Ransh,Chhattisgarh,376-White-M,1,368,,
21/02/2026 21:06,14945681,Meesho Ak Kurtis,,376-White-L,1,0,,
21/02/2026 18:17,14939546,Meesho Ak Kurtis,,376-White-L,1,0,,
21/02/2026 8:04,14918037,Meesho Ak Kurtis,,376-White-L,1,0,,
21/02/2026 1:00,14912864,FK AGM old,Kerala,376-Brown-XL,1,398,,
20/02/2026 22:11,14908775,Meesho Ak Kurtis,,376-Brown-XL,1,0,,
20/02/2026 19:08,14903270,Meesho Ak Kurtis,,376-Brown-XL,1,0,,
20/02/2026 18:21,14901878,Meesho Ak Kurtis,,376-Brown-XL,1,0,,
20/02/2026 18:00,14901353,Meesho Ak Kurtis,,376-Brown-XL,1,0,,
20/02/2026 15:38,14896362,FK Ransh,West Bengal,376-Brown-XL,1,381,,
20/02/2026 14:16,14893752,FK AGM old,Delhi,376-Brown-XL,1,364.25,,
20/02/2026 10:34,14887323,FK AGM old,Maharashtra,376-Brown-XL,1,365.25,,
21/02/2026 23:40,14950861,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 23:23,14950456,FK AGM old,Odisha,376-Brown-S,1,382,,
21/02/2026 22:29,14948572,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 22:25,14948432,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 20:24,14944090,FK AGM old,Uttar Pradesh,376-Brown-S,1,389,,
21/02/2026 19:41,14942317,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 15:51,14934526,FK AGM old,Bihar,376-Brown-S,1,382,,
21/02/2026 14:07,14930587,FK AGM old,West Bengal,376-Brown-S,1,382,,
21/02/2026 13:14,14928383,FK AGM old,Tamil Nadu,376-Brown-S,1,398,,
21/02/2026 13:02,14927658,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 12:07,14925723,FK Ransh,Bihar,376-Brown-S,1,371,,
21/02/2026 10:42,14922412,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 10:17,14921729,FK AGM old,Madhya Pradesh,376-Brown-S,1,382,,
21/02/2026 10:01,14921013,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 8:49,14918941,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 5:05,14915839,Meesho Ak Kurtis,,376-Brown-S,1,0,,
20/02/2026 23:47,14911421,FK AGM old,Odisha,376-Brown-S,1,364.25,,
20/02/2026 21:29,14907583,Meesho Ak Kurtis,,376-Brown-S,1,0,,
20/02/2026 15:49,14896719,FK AGM old,Nagaland,376-Brown-S,1,365.25,,
20/02/2026 14:39,14894365,Meesho Ak Kurtis,,376-Brown-S,1,0,,
20/02/2026 9:42,14885976,Meesho Ak Kurtis,,376-Brown-S,1,0,,
21/02/2026 20:43,14944754,FK AGM old,Karnataka,376-Brown-M,1,382,,
21/02/2026 18:23,14939718,FK Ransh,Chhattisgarh,376-Brown-M,1,371,,
21/02/2026 11:23,14924000,FK Ransh,Bihar,376-Brown-M,1,371,,
21/02/2026 11:14,14923776,FK Ransh,Uttar Pradesh,376-Brown-M,1,355,,
21/02/2026 2:15,14913692,FK Ransh,West Bengal,376-Brown-M,1,383,,
20/02/2026 18:52,14902675,Meesho Ak Kurtis,,376-Brown-M,1,0,,
20/02/2026 14:05,14893459,FK AGM old,Uttar Pradesh,376-Brown-M,1,365.25,,
20/02/2026 12:42,14890799,Meesho Ak Kurtis,,376-Brown-M,1,0,,
20/02/2026 11:38,14889107,Meesho Ak Kurtis,,376-Brown-M,1,0,,
20/02/2026 9:11,14885363,Meesho Ak Kurtis,,376-Brown-M,1,0,,
21/02/2026 23:27,14950564,Meesho Ak Kurtis,,376-Brown-L,1,0,,
21/02/2026 22:12,14947897,Meesho Ak Kurtis,,376-Brown-L,1,0,,
21/02/2026 21:48,14947122,FK AGM old,Madhya Pradesh,376-Brown-L,1,399,,
21/02/2026 21:15,14945966,FK AGM old,Uttarakhand,376-Brown-L,1,390,,
21/02/2026 16:21,14935834,FK AGM old,Uttar Pradesh,376-Brown-L,1,399,,
20/02/2026 14:06,14893478,Meesho Ak Kurtis,,376-Brown-L,1,0,,
20/02/2026 12:26,14890427,FK AGM old,Delhi,376-Brown-L,1,358.25,,
20/02/2026 10:01,14886426,Meesho Ak Kurtis,,376-Brown-L,1,0,,
21/02/2026 18:53,14940670,Meesho Ak Kurtis,,376-Black-XL,1,0,,
20/02/2026 12:55,14891407,Meesho Ak Kurtis,,376-Black-XL,1,0,,
21/02/2026 16:04,14935190,FK Ransh,Bihar,376-Black-S,1,381,,
21/02/2026 15:42,14934176,FK Ransh,Assam,376-Black-S,1,397,,
20/02/2026 17:22,14899496,Meesho Ak Kurtis,,376-Black-S,1,0,,
21/02/2026 20:29,14944195,Meesho Ak Kurtis,,376-Black-M,1,0,,
20/02/2026 21:36,14907823,FK Ransh,Chhattisgarh,376-Black-M,1,397,,
20/02/2026 21:57,14908396,Meesho Ak Kurtis,,376-Black-L,1,0,,
21/02/2026 23:17,14950270,FK Ransh,Assam,375-White-XL,1,397,,
21/02/2026 22:35,14948889,FK AGM old,West Bengal,375-White-XL,1,383,,
21/02/2026 21:15,14946072,FK AGM old,Assam,375-White-XL,1,390,,
21/02/2026 17:02,14937207,Meesho AGM Fashion,,375-White-XL,1,0,,
21/02/2026 10:42,14922409,Meesho AGM Fashion,,375-White-XL,1,0,,
21/02/2026 8:53,14919030,FK AGM old,Manipur,375-White-XL,1,383,,
20/02/2026 22:34,14909448,FK AGM old,Uttar Pradesh,375-White-XL,1,366.25,,
20/02/2026 17:31,14899804,FK Ransh,Telangana,375-White-XL,1,368,,
20/02/2026 17:30,14899731,Meesho AGM Fashion,,375-White-XL,1,0,,
20/02/2026 14:48,14894653,FK Ransh,Uttarakhand,375-White-XL,1,359,,
20/02/2026 13:11,14891999,FK Ransh,Tripura,375-White-XL,1,368,,
20/02/2026 12:45,14891043,FK AGM old,Uttar Pradesh,375-White-XL,1,358.25,,
20/02/2026 10:38,14887455,FK Ransh,Karnataka,375-White-XL,1,352,,
20/02/2026 10:07,14886609,Meesho AGM Fashion,,375-White-XL,1,0,,
20/02/2026 9:20,14885530,Meesho AGM Fashion,,375-White-XL,1,0,,
20/02/2026 8:56,14885099,Meesho Ak Kurtis,,375-White-XL,1,0,,
20/02/2026 3:07,14881323,FK AGM old,Chhattisgarh,375-White-XL,1,366.25,,
20/02/2026 0:36,14880032,Meesho AGM Fashion,,375-White-XL,1,0,,
21/02/2026 23:39,14950841,Meesho AGM Fashion,,375-White-S,1,0,,
